Name EN,States Names,Region,Category,Danger,Danger list,Date inscribed,Coordinates
Pontcysyllte Aqueduct and Canal,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,False,,2009,"52.9702777778, -3.0877777778"
"Royal Botanic Gardens, Kew",United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,False,,2003,"51.48194444, -0.2940277778"
Studley Royal Park including the Ruins of Fountains Abbey,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,False,,1986,"54.11611111, -1.573055556"
The English Lake District,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Cultural,False,,2017,"54.4766111111, -3.0824166667"
Selous Game Reserve,United Republic of Tanzania,Africa,Natural,True,Y 2014,1982,"-9.0, 37.4"
Ngorongoro Conservation Area,United Republic of Tanzania,Africa,Mixed,False,,1979,"-3.18722, 35.54083"
Carlsbad Caverns National Park,United States of America,Europe and North America,Natural,False,,1995,"32.16666667, -104.3833333"
Hawaii Volcanoes National Park,United States of America,Europe and North America,Natural,False,,1987,"19.40083333, -155.1236111"
Grand Canyon National Park,United States of America,Europe and North America,Natural,False,,1979,"36.10083333, -112.0905556"
Mesa Verde National Park,United States of America,Europe and North America,Cultural,False,,1978,"37.26166667, -108.4855556"
Yosemite National Park,United States of America,Europe and North America,Natural,False,,1984,"37.74611111, -119.5966667"
Yellowstone National Park,United States of America,Europe and North America,Natural,False,,1978,"44.46056, -110.82778"
Hoi An Ancient Town,Viet Nam,Asia and the Pacific,Cultural,False,,1999,"15.88333333, 108.3333333"
Historic Town of Zabid,Yemen,Arab States,Cultural,True,Y 2000,1993,"14.1953333333, 43.3155277778"
Great Zimbabwe National Monument,Zimbabwe,Africa,Cultural,False,,1986,"-20.271169952, 30.9332689726"
Khami Ruins National Monument,Zimbabwe,Africa,Cultural,False,,1986,"-20.15833333, 28.37666667"
Matobo Hills,Zimbabwe,Africa,Cultural,False,,2003,"-20.5, 28.5"
Buddhist Monuments at Sanchi,India,Asia and the Pacific,Cultural,False,,1989,"23.47944, 77.73972"
Dholavira: a Harappan City,India,Asia and the Pacific,Cultural,False,,2021,"23.8884083333, 70.2133027778"
Churches and Convents of Goa,India,Asia and the Pacific,Cultural,False,,1986,"15.50222, 73.91167"
Great Living Chola Temples,India,Asia and the Pacific,Cultural,False,,1987,"10.78305556, 79.1325"
Fatehpur Sikri,India,Asia and the Pacific,Cultural,False,,1986,"27.097528, 77.6665"
Great Himalayan National Park Conservation Area,India,Asia and the Pacific,Natural,False,,2014,"31.8333333333, 77.5833333333"
Group of Monuments at Hampi,India,Asia and the Pacific,Cultural,False,,1986,"15.31444, 76.47167"
"Humayun's Tomb, Delhi",India,Asia and the Pacific,Cultural,False,,1993,"28.59333, 77.25056"
Khangchendzonga National Park,India,Asia and the Pacific,Mixed,False,,2016,"27.7647222222, 88.3772222222"
Maratha Military Landscapes of India,India,Asia and the Pacific,Cultural,False,,2025,"20.7225, 73.9425"
Khajuraho Group of Monuments,India,Asia and the Pacific,Cultural,False,,1986,"24.85222, 79.92222"
Victorian Gothic and Art Deco Ensembles of Mumbai,India,Asia and the Pacific,Cultural,False,,2018,"18.9298055556, 72.8300833333"
Lorentz National Park,Indonesia,Asia and the Pacific,Natural,False,,1999,"-4.75, 137.83333"
Borobudur Temple Compounds,Indonesia,Asia and the Pacific,Cultural,False,,1991,"-7.60778, 110.20361"
Ujung Kulon National Park,Indonesia,Asia and the Pacific,Natural,False,,1991,"-6.75, 105.3333333"
Historic City of Yazd,Iran (Islamic Republic of),Asia and the Pacific,Cultural,False,,2017,"31.9013888889, 54.3691666667"
Persepolis,Iran (Islamic Republic of),Asia and the Pacific,Cultural,False,,1979,"29.93444, 52.89028"
Sassanid Archaeological Landscape of Fars Region,Iran (Islamic Republic of),Asia and the Pacific,Cultural,False,,2018,"29.7774805556, 51.57045"
Shushtar Historical Hydraulic System,Iran (Islamic Republic of),Asia and the Pacific,Cultural,False,,2009,"32.0186111111, 48.8358333333"
Takht-e Soleyman,Iran (Islamic Republic of),Asia and the Pacific,Cultural,False,,2003,"36.60388889, 47.235"
Susa,Iran (Islamic Republic of),Asia and the Pacific,Cultural,False,,2015,"32.1894444444, 48.2561111111"
Tchogha Zanbil,Iran (Islamic Republic of),Asia and the Pacific,Cultural,False,,1979,"32.00857, 48.522118"
Babylon,Iraq,Arab States,Cultural,False,,2019,"32.5419694444, 44.4208333333"
Brú na Bóinne - Archaeological Ensemble of the Bend of the Boyne,Ireland,Europe and North America,Cultural,False,,1993,"53.6946944444, -6.4755"
Erbil Citadel,Iraq,Arab States,Cultural,False,,2014,"36.1911111111, 44.0091666667"
Bahá’i Holy Places in Haifa and the Western Galilee,Israel,Europe and North America,Cultural,False,,2008,"32.8293966667, 34.9716488888"
Sites of Human Evolution at Mount Carmel: The Nahal Me’arot / Wadi el-Mughara Caves,Israel,Europe and North America,Cultural,False,,2012,"32.6686111111, 34.9680555556"
Masada,Israel,Europe and North America,Cultural,False,,2001,"31.3155555556, 35.3536111111"
Old City of Acre,Israel,Europe and North America,Cultural,False,,2001,"32.9216666667, 35.0688888889"
Archaeological Area of Agrigento,Italy,Europe and North America,Cultural,False,,1997,"37.28972222, 13.59333333"
Archaeological Area and the Patriarchal Basilica of Aquileia,Italy,Europe and North America,Cultural,False,,1998,"45.76833333, 13.3675"
Arab-Norman Palermo and the Cathedral Churches of Cefalú and Monreale,Italy,Europe and North America,Cultural,False,,2015,"38.1108333333, 13.3530555556"
Castel del Monte,Italy,Europe and North America,Cultural,False,,1996,"41.08480556, 16.27094444"
"Assisi, the Basilica of San Francesco and Other Franciscan Sites",Italy,Europe and North America,Cultural,False,,2000,"43.06616667, 12.62244444"
City of Vicenza and the Palladian Villas of the Veneto,Italy,Europe and North America,Cultural,False,,1994,"45.54916667, 11.54944444"
Early Christian Monuments of Ravenna,Italy,Europe and North America,Cultural,False,,1996,"44.42041667, 12.19625"
Evaporitic Karst and Caves of Northern Apennines,Italy,Europe and North America,Natural,False,,2023,"44.3799444444, 10.3889166667"
Historic Centre of Siena,Italy,Europe and North America,Cultural,False,,1995,"43.31861111, 11.33166667"
Monte San Giorgio,"Italy,Switzerland",Europe and North America,Natural,False,,2003,"45.8888888889, 8.9138888889"
Padua’s fourteenth-century fresco cycles,Italy,Europe and North America,Cultural,False,,2021,"45.4118888889, 11.8796111111"
Rhaetian Railway in the Albula / Bernina Landscapes,"Italy,Switzerland",Europe and North America,Cultural,False,,2008,"46.4983333333, 9.8463888889"
The Sassi and the Park of the Rupestrian Churches of Matera,Italy,Europe and North America,Cultural,False,,1993,"40.66638889, 16.61027778"
The Porticoes of Bologna,Italy,Europe and North America,Cultural,False,,2021,"44.4913888889, 11.3327777778"
Villa Adriana (Tivoli),Italy,Europe and North America,Cultural,False,,1999,"41.94416667, 12.77197222"
Villa Romana del Casale,Italy,Europe and North America,Cultural,False,,1997,"37.36611, 14.33417"
"Amami-Oshima Island, Tokunoshima Island, Northern part of Okinawa Island, and Iriomote Island",Japan,Asia and the Pacific,Natural,False,,2021,"28.2791666667, 129.3783333333"
Vineyard Landscape of Piedmont: Langhe-Roero and Monferrato,Italy,Europe and North America,Cultural,False,,2014,"44.6086111111, 7.9636111111"
Blue and John Crow Mountains,Jamaica,Latin America and the Caribbean,Mixed,False,,2015,"18.0775, -76.5711111111"
"Hiraizumi – Temples, Gardens and Archaeological Sites Representing the Buddhist Pure Land",Japan,Asia and the Pacific,Cultural,False,,2011,"39.0011111111, 141.1077777778"
Historic Villages of Shirakawa-go and Gokayama,Japan,Asia and the Pacific,Cultural,False,,1995,"36.4, 136.8833333"
Sacred Sites and Pilgrimage Routes in the Kii Mountain Range,Japan,Asia and the Pacific,Cultural,False,,2004,"33.83694444, 135.7763889"
Sacred Mijikenda Kaya Forests,Kenya,Africa,Cultural,False,,2008,"-3.9319444444, 39.5961111111"
Petra,Jordan,Arab States,Cultural,False,,1985,"30.33056, 35.44333"
Mausoleum of Khoja Ahmed Yasawi,Kazakhstan,Asia and the Pacific,Cultural,False,,2003,"43.2976944444, 68.2710555556"
Saryarka – Steppe and Lakes of Northern Kazakhstan,Kazakhstan,Asia and the Pacific,Natural,False,,2008,"50.4333333333, 69.1888888889"
Petroglyphs of the Archaeological Landscape of Tanbaly,Kazakhstan,Asia and the Pacific,Cultural,False,,2004,"43.80333333, 75.535"
Phoenix Islands Protected Area,Kiribati,Asia and the Pacific,Natural,False,,2010,"-3.864454, -172.650203"
Megalithic Jar Sites in Xiengkhuang – Plain of Jars,Lao People's Democratic Republic,Asia and the Pacific,Cultural,False,,2019,"19.4310555556, 103.1522222222"
Maloti-Drakensberg Park,"Lesotho,South Africa",Africa,Mixed,False,,2000,"-29.7652777778, 29.1230555556"
Tyre,Lebanon,Arab States,Cultural,False,,1984,"33.2691666667, 35.1958333333"
Archaeological Site of Sabratha,Libya,Arab States,Cultural,True,Y 2016,1982,"32.80528, 12.485"
Archaeological Site of Leptis Magna,Libya,Arab States,Cultural,True,Y 2016,1982,"32.63833, 14.29306"
Andrefana Dry Forests,Madagascar,Africa,Natural,False,,1990,"-18.6615777778, 44.7673861111"
Kernavė Archaeological Site (Cultural Reserve of Kernavė),Lithuania,Europe and North America,Cultural,False,,2004,"54.879, 24.853"
Lake Malawi National Park,Malawi,Africa,Natural,False,,1984,"-14.03333, 34.88333"
Chongoni Rock-Art Area,Malawi,Africa,Cultural,False,,2006,"-14.2185207713, 34.2070738323"
Kinabalu Park,Malaysia,Asia and the Pacific,Natural,False,,2000,"6.25, 116.5"
"Melaka and George Town, Historic Cities of the Straits of Malacca",Malaysia,Asia and the Pacific,Cultural,False,,2008,"5.4213888889, 100.3458333333"
Cliff of Bandiagara (Land of the Dogons),Mali,Africa,Mixed,False,,1989,"14.33333, -3.41667"
Old Towns of Djenné,Mali,Africa,Cultural,True,Y 2016,1988,"13.90639, -4.555"
Ħal Saflieni Hypogeum,Malta,Europe and North America,Cultural,False,,1980,"35.8695900049, 14.5068833733"
Bikini Atoll Nuclear Test Site,Marshall Islands,Asia and the Pacific,Cultural,False,,2010,"11.6, 165.3805555556"
Butrint,Albania,Europe and North America,Cultural,False,,1992,"39.745732, 20.02095"
Al Qal'a of Beni Hammad,Algeria,Arab States,Cultural,False,,1980,"35.81844, 4.78684"
Kasbah of Algiers,Algeria,Arab States,Cultural,False,,1992,"36.78333, 3.06028"
M'Zab Valley,Algeria,Arab States,Cultural,False,,1982,"32.48333, 3.68333"
Timgad,Algeria,Arab States,Cultural,False,,1982,"35.4841666667, 6.4688611111"
"Mbanza Kongo, Vestiges of the Capital of the former Kingdom of Kongo",Angola,Africa,Cultural,False,,2017,"-6.2688888889, 14.2497222222"
Ischigualasto / Talampaya Natural Parks,Argentina,Latin America and the Caribbean,Natural,False,,2000,"-30.0, -68.0"
"ESMA Museum and Site of Memory – Former Clandestine Centre of Detention, Torture and Extermination",Argentina,Latin America and the Caribbean,Cultural,False,,2023,"-34.5366416667, -58.4653333333"
"Cueva de las Manos, Río Pinturas",Argentina,Latin America and the Caribbean,Cultural,False,,1999,"-47.15, -70.66666667"
Iguazu National Park,Argentina,Latin America and the Caribbean,Natural,False,,1984,"-25.577357, -54.286073"
Monasteries of Haghpat and Sanahin,Armenia,Europe and North America,Cultural,False,,1996,"41.095, 44.71028"
Australian Convict Sites,Australia,Asia and the Pacific,Cultural,False,,2010,"-33.3783333333, 150.9944444444"
Greater Blue Mountains Area,Australia,Asia and the Pacific,Natural,False,,2000,"-33.7, 150.0"
Australian Fossil Mammal Sites (Riversleigh / Naracoorte),Australia,Asia and the Pacific,Natural,False,,1994,"-19.08333333, 138.7166667"
Monastery of Geghard and the Upper Azat Valley,Armenia,Europe and North America,Cultural,False,,2000,"40.140439, 44.818525"
Kakadu National Park,Australia,Asia and the Pacific,Mixed,False,,1981,"-12.83333333, 132.8333333"
Great Barrier Reef,Australia,Asia and the Pacific,Natural,False,,1981,"-18.28611111, 147.7"
Lord Howe Island Group,Australia,Asia and the Pacific,Natural,False,,1982,"-31.56555556, 159.0883333"
Ningaloo Coast,Australia,Asia and the Pacific,Natural,False,,2011,"-22.5625, 113.8102777778"
"Shark Bay, Western Australia",Australia,Asia and the Pacific,Natural,False,,1991,"-25.48611111, 113.4361111"
Sydney Opera House,Australia,Asia and the Pacific,Cultural,False,,2007,"-33.8566666667, 151.2152777777"
Royal Exhibition Building and Carlton Gardens,Australia,Asia and the Pacific,Cultural,False,,2004,"-37.80611111, 144.9702778"
Wet Tropics of Queensland,Australia,Asia and the Pacific,Natural,False,,1988,"-15.65, 144.9666667"
Prehistoric Pile Dwellings around the Alps,"Italy,France,Austria,Slovenia,Switzerland,Germany",Europe and North America,Cultural,False,,2011,"47.2783333333, 8.2075"
Wachau Cultural Landscape,Austria,Europe and North America,Cultural,False,,2000,"48.36444444, 15.43416667"
Cultural Landscape of Khinalig People and “Köç Yolu” Transhumance Route,Azerbaijan,Europe and North America,Cultural,False,,2023,"40.7059, 48.8854"
"Pearling, Testimony of an Island Economy",Bahrain,Arab States,Cultural,False,,2012,"26.24128, 50.61351"
Historic Centre of Sheki with the Khan’s Palace,Azerbaijan,Europe and North America,Cultural,False,,2019,"41.2033333333, 47.1875"
Walled City of Baku with the Shirvanshah's Palace and Maiden Tower,Azerbaijan,Europe and North America,Cultural,False,,2000,"40.36666667, 49.83333333"
The Sundarbans,Bangladesh,Asia and the Pacific,Natural,False,,1997,"21.95, 89.18333"
Qal’at al-Bahrain – Ancient Harbour and Capital of Dilmun,Bahrain,Arab States,Cultural,False,,2005,"26.23306, 50.5272222222"
Belfries of Belgium and France,"France,Belgium",Europe and North America,Cultural,False,,1999,"50.17444, 3.23139"
Neolithic Flint Mines at Spiennes (Mons),Belgium,Europe and North America,Cultural,False,,2000,"50.4201134823, 3.9822689106"
"The Four Lifts on the Canal du Centre and their Environs, La Louvière and Le Roeulx (Hainaut)",Belgium,Europe and North America,Cultural,False,,1998,"50.48111, 4.13722"
Stoclet House,Belgium,Europe and North America,Cultural,False,,2009,"50.835, 4.4161111111"
"Koutammakou, the Land of the Batammariba","Togo,Benin",Africa,Cultural,False,,2004,"10.1480833333, 1.1002222222"
Jesuit Missions of the Chiquitos,Bolivia (Plurinational State of),Latin America and the Caribbean,Cultural,False,,1990,"-16.0, -60.5"
Mehmed Paša Sokolović Bridge in Višegrad,Bosnia and Herzegovina,Europe and North America,Cultural,False,,2007,"43.7814444444, 19.288025"
"Vjetrenica Cave, Ravno",Bosnia and Herzegovina,Europe and North America,Natural,False,,2024,"42.845, 17.9888888889"
Tsodilo,Botswana,Africa,Cultural,False,,2001,"-18.75, 21.73333333"
Brasilia,Brazil,Latin America and the Caribbean,Cultural,False,,1987,"-15.78333, -47.9"
Discovery Coast Atlantic Forest Reserves,Brazil,Latin America and the Caribbean,Natural,False,,1999,"-16.5, -39.25"
Brazilian Atlantic Islands: Fernando de Noronha and Atol das Rocas Reserves,Brazil,Latin America and the Caribbean,Natural,False,,2001,"-3.857944444, -32.42511111"
Historic Centre of the Town of Goiás,Brazil,Latin America and the Caribbean,Cultural,False,,2001,"-15.934231, -50.140164"
Historic Centre of the Town of Olinda,Brazil,Latin America and the Caribbean,Cultural,False,,1982,"-8.013333333, -34.845"
Pantanal Conservation Area,Brazil,Latin America and the Caribbean,Natural,False,,2000,"-17.656, -57.359"
Paraty and Ilha Grande – Culture and Biodiversity,Brazil,Latin America and the Caribbean,Mixed,False,,2019,"-23.0186055556, -44.6853694444"
Pampulha Modern Ensemble,Brazil,Latin America and the Caribbean,Cultural,False,,2016,"-19.8519444444, -43.9736111111"
Peruaçu River Canyon,Brazil,Latin America and the Caribbean,Natural,False,,2025,"-15.075, -44.2083333333"
Rio de Janeiro: Carioca Landscapes between the Mountain and the Sea,Brazil,Latin America and the Caribbean,Cultural,False,,2012,"-22.9477777778, -43.2913888889"
Valongo Wharf Archaeological Site,Brazil,Latin America and the Caribbean,Cultural,False,,2017,"-22.8971111111, -43.1873944444"
Sítio Roberto Burle Marx,Brazil,Latin America and the Caribbean,Cultural,False,,2021,"-23.0223777778, -43.5462222222"
Rila Monastery,Bulgaria,Europe and North America,Cultural,False,,1983,"42.133298, 23.340187"
Pirin National Park,Bulgaria,Europe and North America,Natural,False,,1983,"41.7427222222, 23.4304722222"
"Cidade Velha, Historic Centre of Ribeira Grande",Cabo Verde,Africa,Cultural,False,,2009,"14.9151388889, -23.6051944444"
"Temple Zone of Sambor Prei Kuk, Archaeological Site of Ancient Ishanapura",Cambodia,Asia and the Pacific,Cultural,False,,2017,"12.8725, 105.0430555556"
Koh Ker: Archaeological Site of Ancient Lingapura or Chok Gargyar,Cambodia,Asia and the Pacific,Cultural,False,,2023,"13.7830555556, 104.5372222222"
Diy-Gid-Biy Cultural Landscape of the Mandara Mountains,Cameroon,Africa,Cultural,False,,2025,"10.9033333333, 13.7955555556"
Dinosaur Provincial Park,Canada,Europe and North America,Natural,False,,1979,"50.76777778, -111.4922222"
Gros Morne National Park,Canada,Europe and North America,Natural,False,,1987,"49.6125, -57.53138889"
Mistaken Point,Canada,Europe and North America,Natural,False,,2016,"46.635, -53.2111111111"
L’Anse aux Meadows National Historic Site,Canada,Europe and North America,Cultural,False,,1978,"51.5847222222, -55.55"
Nahanni National Park,Canada,Europe and North America,Natural,False,,1978,"61.54722222, -125.5894444"
Red Bay Basque Whaling Station,Canada,Europe and North America,Cultural,False,,2013,"51.726925, -56.4295222222"
Pimachiowin Aki,Canada,Europe and North America,Mixed,False,,2018,"51.8264166667, -95.4112777778"
Tr’ondëk-Klondike,Canada,Europe and North America,Cultural,False,,2023,"64.0503472222, -139.4399472222"
Writing-on-Stone / Áísínai’pi,Canada,Europe and North America,Cultural,False,,2019,"49.075, -111.6333333333"
Churches of Chiloé,Chile,Latin America and the Caribbean,Cultural,False,,2000,"-42.5, -73.76666667"
Sewell Mining Town,Chile,Latin America and the Caribbean,Cultural,False,,2006,"-34.0844444444, -70.3827777777"
Archaeological Ruins of Liangzhu City,China,Asia and the Pacific,Cultural,False,,2019,"30.3955555556, 119.9908333333"
Beijing Central Axis: A Building Ensemble Exhibiting the Ideal Order of the Chinese Capital,China,Asia and the Pacific,Cultural,False,,2024,"39.9072222222, 116.3913888889"
Ancient Villages in Southern Anhui – Xidi and Hongcun,China,Asia and the Pacific,Cultural,False,,2000,"29.90444444, 117.9875"
Chengjiang Fossil Site,China,Asia and the Pacific,Natural,False,,2012,"24.6688888889, 102.9772222222"
China Danxia,China,Asia and the Pacific,Natural,False,,2010,"28.4219444444, 106.0425"
Capital Cities and Tombs of the Ancient Koguryo Kingdom,China,Asia and the Pacific,Cultural,False,,2004,"41.15694444, 126.1872222"
Historic Centre of Macao,China,Asia and the Pacific,Cultural,False,,2005,"22.1912919444, 113.5364611111"
Fujian <em>Tulou</em>,China,Asia and the Pacific,Cultural,False,,2008,"25.0230555556, 117.6858333333"
Huanglong Scenic and Historic Interest Area,China,Asia and the Pacific,Natural,False,,1992,"32.75417, 103.82222"
Historic Monuments of Dengfeng in “The Centre of Heaven and Earth”,China,Asia and the Pacific,Cultural,False,,2010,"34.4587472222, 113.0677194444"
Imperial Palaces of the Ming and Qing Dynasties in Beijing and Shenyang,China,Asia and the Pacific,Cultural,False,,1987,"41.79416667, 123.4469444"
"Kulangsu, a Historic International Settlement",China,Asia and the Pacific,Cultural,False,,2017,"24.4475, 118.0619444444"
Lushan National Park,China,Asia and the Pacific,Cultural,False,,1996,"29.43333333, 115.8666667"
Migratory Bird Sanctuaries along the Coast of Yellow Sea-Bohai Gulf of China,China,Asia and the Pacific,Natural,False,,2019,"31.5129166667, 121.9993888889"
Mausoleum of the First Qin Emperor,China,Asia and the Pacific,Cultural,False,,1987,"34.381311, 109.259951"
Mount Taishan,China,Asia and the Pacific,Mixed,False,,1987,"36.26667, 117.1"
Mount Huangshan,China,Asia and the Pacific,Mixed,False,,1990,"30.145333, 118.155083"
Mount Wutai,China,Asia and the Pacific,Cultural,False,,2009,"39.0305555556, 113.5633333333"
Peking Man Site at Zhoukoudian,China,Asia and the Pacific,Cultural,False,,1987,"39.689449, 115.922702"
Quanzhou: Emporium of the World in Song-Yuan China,China,Asia and the Pacific,Cultural,False,,2021,"24.7102777778, 118.4441666667"
South China Karst,China,Asia and the Pacific,Natural,False,,2007,"24.9233333333, 110.3544444444"
Temple of Heaven: an Imperial Sacrificial Altar in Beijing,China,Asia and the Pacific,Cultural,False,,1998,"39.84555556, 116.4447222"
"Summer Palace, an Imperial Garden in Beijing",China,Asia and the Pacific,Cultural,False,,1998,"39.91055556, 116.1411111"
The Grand Canal,China,Asia and the Pacific,Cultural,False,,2014,"34.6938888889, 112.4683333333"
Yungang Grottoes,China,Asia and the Pacific,Cultural,False,,2001,"40.10972, 113.12222"
Zuojiang Huashan Rock Art Cultural Landscape,China,Asia and the Pacific,Cultural,False,,2016,"22.2555555556, 107.0230555556"
Xixia Imperial Tombs,China,Asia and the Pacific,Cultural,False,,2025,"38.4158333333, 105.9711111111"
Malpelo Fauna and Flora Sanctuary,Colombia,Latin America and the Caribbean,Natural,False,,2006,"4.003344, -81.607572"
Coffee Cultural Landscape of Colombia,Colombia,Latin America and the Caribbean,Cultural,False,,2011,"4.889476, -75.773082"
Historic Centre of Santa Cruz de Mompox,Colombia,Latin America and the Caribbean,Cultural,False,,1995,"9.240492, -74.423084"
Cocos Island National Park,Costa Rica,Latin America and the Caribbean,Natural,False,,1997,"5.533333333, -87.06666667"
Historic Town of Grand-Bassam,Côte d'Ivoire,Africa,Cultural,False,,2012,"5.1958333333, -3.7363888889"
Sudanese style mosques in northern Côte d’Ivoire,Côte d'Ivoire,Africa,Cultural,False,,2021,"10.4903166667, -6.4101666667"
Historic City of Trogir,Croatia,Europe and North America,Cultural,False,,1997,"43.5170833333, 16.2513611111"
Old City of Dubrovnik,Croatia,Europe and North America,Cultural,False,,1979,"42.6414211111, 18.1088611111"
Old Havana and its Fortification System,Cuba,Latin America and the Caribbean,Cultural,False,,1982,"23.13333333, -82.35"
Trinidad and the Valley de los Ingenios,Cuba,Latin America and the Caribbean,Cultural,False,,1988,"21.80305556, -79.98444444"
Viñales Valley,Cuba,Latin America and the Caribbean,Cultural,False,,1999,"22.61667, -83.71667"
Paphos,Cyprus,Europe and North America,Cultural,False,,1980,"34.75833, 32.40556"
Jewish Quarter and St Procopius' Basilica in Třebíč,Czechia,Europe and North America,Cultural,False,,2003,"49.21722222, 15.87888889"
Pilgrimage Church of St John of Nepomuk at Zelená Hora,Czechia,Europe and North America,Cultural,False,,1994,"49.5802, 15.9420583333"
Lednice-Valtice Cultural Landscape,Czechia,Europe and North America,Cultural,False,,1996,"48.7411194444, 16.7557944444"
Complex of Koguryo Tombs,Democratic People's Republic of Korea,Asia and the Pacific,Cultural,False,,2004,"38.86305556, 125.415"
Žatec and the Landscape of Saaz Hops,Czechia,Europe and North America,Cultural,False,,2023,"50.3202777778, 13.62"
Virunga National Park,Democratic Republic of the Congo,Africa,Natural,True,Y 1994,1979,"0.916666667, 29.16666667"
Kronborg Castle,Denmark,Europe and North America,Cultural,False,,2000,"56.03889, 12.62083333"
Ilulissat Icefjord,Denmark,Europe and North America,Natural,False,,2004,"69.13333333, -49.5"
Moravian Church Settlements,"Denmark,United States of America,United Kingdom of Great Britain and Northern Ireland,Germany",Europe and North America,Cultural,False,,2015,"55.3555555556, 9.4813888889"
The par force hunting landscape in North Zealand,Denmark,Europe and North America,Cultural,False,,2015,"55.9136111111, 12.3577777778"
Stevns Klint,Denmark,Europe and North America,Natural,False,,2014,"55.2672222222, 12.4233333333"
Viking-Age Ring Fortresses,Denmark,Europe and North America,Cultural,False,,2023,"56.9952777778, 9.2547222222"
City of Quito,Ecuador,Latin America and the Caribbean,Cultural,False,,1978,"-0.22, -78.5120833333"
Colonial City of Santo Domingo,Dominican Republic,Latin America and the Caribbean,Cultural,False,,1990,"18.472394, -69.885841"
Nubian Monuments from Abu Simbel to Philae,Egypt,Arab States,Cultural,False,,1979,"22.3372222222, 31.6258055556"
Memphis and its Necropolis – the Pyramid Fields from Giza to Dahshur,Egypt,Arab States,Cultural,False,,1979,"29.97604, 31.13041"
Wadi Al-Hitan (Whale Valley),Egypt,Arab States,Natural,False,,2005,"29.33333, 30.18333"
Historic Cairo,Egypt,Arab States,Cultural,False,,1979,"30.05, 31.26111"
Bale Mountains National Park,Ethiopia,Africa,Natural,False,,2023,"6.7977777778, 39.7488888889"
"Harar Jugol, the Fortified Historic Town",Ethiopia,Africa,Cultural,False,,2006,"9.3088888888, 42.1377777777"
Melka Kunture and Balchit: Archaeological and Palaeontological Sites in the Highland Area of Ethiopia,Ethiopia,Africa,Cultural,False,,2024,"8.7034722222, 38.5990833333"
Tiya,Ethiopia,Africa,Cultural,False,,1980,"8.43491, 38.6121"
Bronze Age Burial Site of Sammallahdenmäki,Finland,Europe and North America,Cultural,False,,1999,"61.12056, 21.7775"
High Coast / Kvarken Archipelago,"Sweden,Finland",Europe and North America,Natural,False,,2000,"63.3, 21.3"
Amiens Cathedral,France,Europe and North America,Cultural,False,,1981,"49.895, 2.301666667"
"Arles, Roman and Romanesque Monuments",France,Europe and North America,Cultural,False,,1981,"43.67763889, 4.630694444"
Canal du Midi,France,Europe and North America,Cultural,False,,1996,"43.61138889, 1.416388889"
"Cathedral of Notre-Dame, Former Abbey of Saint-Rémi and Palace of Tau, Reims",France,Europe and North America,Cultural,False,,1991,"49.25333333, 4.032777778"
"Decorated Cave of Pont d’Arc, known as Grotte Chauvet-Pont d’Arc, Ardèche",France,Europe and North America,Cultural,False,,2014,"44.3875, 4.4161111111"
Cistercian Abbey of Fontenay,France,Europe and North America,Cultural,False,,1981,"47.63944, 4.38911"
Cordouan Lighthouse,France,Europe and North America,Cultural,False,,2021,"45.5863055556, -1.1733333333"
Chartres Cathedral,France,Europe and North America,Cultural,False,,1979,"48.4475, 1.487222222"
"From the Great Saltworks of Salins-les-Bains to the Royal Saltworks of Arc-et-Senans, the Production of Open-pan Salt",France,Europe and North America,Cultural,False,,1982,"46.9375, 5.8763888889"
"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",France,Europe and North America,Natural,False,,1983,"42.32519444, 8.628833333"
Episcopal City of Albi,France,Europe and North America,Cultural,False,,2010,"43.9291666667, 2.1441666667"
Historic Site of Lyon,France,Europe and North America,Cultural,False,,1998,"45.76722, 4.83333"
"Historic Centre of Avignon: Papal Palace, Episcopal Ensemble and Avignon Bridge",France,Europe and North America,Cultural,False,,1995,"43.95277778, 4.806111111"
"Nice, Winter Resort Town of the Riviera",France,Europe and North America,Cultural,False,,2021,"43.7016944444, 7.2723055556"
"Place Stanislas, Place de la Carrière and Place d'Alliance in Nancy",France,Europe and North America,Cultural,False,,1983,"48.69361111, 6.183333333"
Prehistoric Sites and Decorated Caves of the Vézère Valley,France,Europe and North America,Cultural,False,,1979,"45.0575, 1.17"
Pont du Gard (Roman Aqueduct),France,Europe and North America,Cultural,False,,1985,"43.94722222, 4.535277778"
Pyrénées - Mont Perdu,"Spain,France",Europe and North America,Mixed,False,,1997,"42.68542, -0.0005"
Routes of Santiago de Compostela in France,France,Europe and North America,Cultural,False,,1998,"48.8579722222, 2.3489166667"
Te Henua Enata – The Marquesas Islands,France,Europe and North America,Mixed,False,,2024,"-7.9698944444, -140.6460475"
"Vézelay, Church and Hill",France,Europe and North America,Cultural,False,,1979,"47.46638889, 3.748333333"
Caves and Ice Age Art in the Swabian Jura,Germany,Europe and North America,Cultural,False,,2017,"48.3877777778, 9.7655555556"
Stone Circles of Senegambia,"Gambia,Senegal",Africa,Cultural,False,,2006,"13.6911111111, -15.5225"
